"date","startyear","startmonth","startday","starttime","endyear","endmonth","endday","endtime","locsi","locgungu","locmenu","locdong","locbunji","firecause","damagearea"
"2011-04-17","2011","04","17","12:30:00","2011","04","17","13:50:00","경남","남해","창선","당항","산58","입산자실화","0.06"
"2011-04-17","2011","04","17","12:34:00","2011","04","17","13:30:00","경북","봉화","소천","두음","산35-3","쓰레기소각","0.1"
"2011-04-17","2011","04","17","12:40:00","2011","04","17","14:20:00","강원","인제","남면","신월","산36","입산자실화","0.3"
"2011-04-17","2011","04","17","13:19:00","2011","04","17","14:05:00","충북","음성","생극","차곡","산41-1","입산자실화","0.01"
"2011-04-17","2011","04","17","14:22:00","2011","04","17","15:08:00","강원","","청일","고시","산14","농산부산물소각","0.2"
"2011-04-19","2011","04","19","10:50:00","2011","04","19","14:06:00","충남","예산","광시","대","산14 외 2","기타","1"
"2011-04-19","2011","04","19","13:20:00","2011","04","19","14:20:00","전남","완도","완도","군내","산216-4","입산자실화","0.1"
"2011-04-19","2011","04","19","13:50:00","2011","04","19","15:30:00","전남","담양","수북","오정","산38","입산자실화","0.2"
"2011-04-19","2011","04","19","15:30:00","2011","04","19","16:40:00","전북","완주","소양","명덕","산1-1","입산자실화","0.1"
"2011-04-20","2011","04","20","12:50:00","2011","04","20","14:40:00","인천","옹진","덕적","서포","산424","입산자실화","0.1"
"2011-04-20","2011","04","20","14:00:00","2011","04","20","15:00:00","전북","정읍","덕천","우덕","700-1","농산부산물소각","0.05"
"2011-04-20","2011","04","20","14:15:00","2011","04","20","15:10:00","강원","횡성","청일","춘당","산19","농산부산물소각","0.6"
"2011-04-20","2011","04","20","16:05:00","2011","04","20","18:20:00","경북","영양","영양","현","산12","기타","1.2"
"2011-04-20","2011","04","20","17:10:00","2011","04","20","18:30:00","전북","남원","보절","진기","산96-2","입산자실화","0.3"
"2011-04-21","2011","04","21","11:40:00","2011","04","21","14:20:00","전남","나주","다도","송학","산221-11","농산부산물소각","1"
"2011-04-21","2011","04","21","12:51:00","2011","04","21","14:10:00","충북","진천","초평","금곡","산3-1","입산자실화","0.3"
"2011-04-21","2011","04","21","14:40:00","2011","04","21","16:40:00","경남","함양","서하","송계","산88","입산자실화","0.2"
"2011-04-21","2011","04","21","18:05:00","2011","04","21","19:00:00","울산","울주","범서","굴화","산118","입산자실화","0.13"
"2011-04-24","2011","04","24","15:05:00","2011","04","24","16:13:00","경북","봉화","물야","북지","산133","농산부산물소각","0.2"
"2011-04-24","2011","04","24","15:40:00","2011","04","24","17:00:00","서울","노원","상계1","","산44-48","기타","0.66"
"2011-04-25","2011","04","25","14:20:00","2011","04","25","17:00:00","충남","당진","대호지","사성","산165","농산부산물소각","0.3"
"2011-04-29","2011","04","29","23:04:00","2011","04","30","05:10:00","충남","홍성","갈산","신안","산42","기타","5"
"2011-05-03","2011","05","03","15:07:00","2011","05","03","15:56:00","부산","부산진","전포","","산5","기타","0.12"
"2011-05-05","2011","05","05","13:20:00","2011","05","05","16:15:00","충북","청주 청원","낭성","추정","산10","입산자실화","0.5"
"2011-05-05","2011","05","05","15:30:00","2011","05","05","16:45:00","전남","함평","나산","용두","산118","입산자실화","0.3"
"2011-05-15","2011","05","15","14:50:00","2011","05","15","18:55:00","강원","철원","동송","오지","산1113-17","쓰레기소각","0.1"
"2011-05-19","2011","05","19","13:53:00","2011","05","19","14:40:00","대전","","호평","","산49-1","농산부산물소각","0.1"
"2011-05-22","2011","05","22","13:40:00","2011","05","22","16:00:00","울산","울주","언양","태기","산148-1","입산자실화","1"
"2011-06-12","2011","06","12","14:25:00","2011","06","12","18:30:00","강원","삼척","마평","","산78-6","입산자실화","0.1"
"2011-06-15","2011","06","15","13:15:00","2011","06","15","14:45:00","강원","춘천","동산","조양","산46","입산자실화","0.1"
"2011-06-16","2011","06","16","15:13:00","2011","06","16","17:53:00","경기","화성","송산","독지","산199","기타","0.08"
"2011-06-16","2011","06","16","19:40:00","2011","06","17","06:10:00","충남","부여","외산","수신","산41-1","입산자실화","1"
"2011-06-20","2011","06","20","13:15:00","2011","06","20","14:14:00","경기","여주","산북","상품","산56","입산자실화","0.01"
"2011-06-20","2011","06","20","14:45:00","2011","06","20","18:45:00","경남","산청","신등","간공","산40","입산자실화","0.6"
"2011-06-21","2011","06","21","13:00:00","2011","06","21","14:40:00","경남","함안","법수","강주","산14-1","입산자실화","0.09"
"2011-06-21","2011","06","21","14:40:00","2011","06","21","17:30:00","충북","옥천","동이","석탄","산10-3","입산자실화","1"
"2011-06-21","2011","06","21","17:07:00","2011","06","21","19:30:00","경남","창녕","남지","시남","산100-3","농산부산물소각","0.2"
"2011-10-06","2011","10","06","18:13:00","2011","10","06","23:30:00","강원","화천","화천","동천","산222","입산자실화","0.3"
"2011-10-07","2011","10","07","14:46:00","2011","10","07","16:28:00","강원","홍천","남","시동","산109","입산자실화","0.01"
"2011-10-13","2011","10","13","15:54:00","2011","10","13","17:50:00","강원","춘천","사북","고성","산102","담뱃불실화","0.1"
"2011-10-17","2011","10","17","15:05:00","2011","10","17","16:30:00","강원","인제","인제","가아","산1-40","입산자실화","0.01"
"2011-10-26","2011","10","26","12:35:00","2011","10","26","14:30:00","전남","영광","백수","구수","산4","기타","1"
"2011-10-27","2011","10","27","13:20:00","2011","10","27","15:30:00","경기","연천","연천","고문","산73","담뱃불실화","0.2"
"2011-11-01","2011","11","01","15:23:00","2011","11","02","10:30:00","강원","화천","화천","동촌","산224","담뱃불실화","3"
"2011-11-14","2011","11","14","13:07:00","2011","11","14","13:40:00","경남","양산","상북","대석","산60","입산자실화","0.01"
"2011-11-20","2011","11","20","21:54:00","2011","11","21","00:43:00","강원","인제","인제","남북","산14-1","입산자실화","0.3"
"2011-11-26","2011","11","26","13:43:00","2011","11","26","14:17:00","경북","울진","서","하원","산24-1","농산부산물소각","0.05"
"2011-11-29","2011","11","29","20:10:00","2011","11","29","22:30:00","충북","옥천","청성","거포","산4-1","담뱃불실화","0.3"
"2011-12-09","2011","12","09","14:11:00","2011","12","09","15:00:00","부산","기장","정관","용수","산27","기타","0.2"
"2011-12-22","2011","12","22","17:15:00","2011","12","22","18:20:00","경남","산청","시천","원","산52","입산자실화","0.01"
"2011-12-24","2011","12","24","14:30:00","2011","12","24","16:30:00","경북","청송","현서","무계","산14-1","쓰레기소각","0.5"
"2011-12-28","2011","12","28","03:20:00","2011","12","28","08:30:00","강원","홍천","홍천","장전평","산202-2","입산자실화","0.1"
"2012-01-05","2012","01","05","11:39:00","2012","01","05","13:04:00","부산","동","초량","","산25-1","입산자실화","0.1"
"2012-01-09","2012","01","09","12:15:00","2012","01","09","13:40:00","경북","영덕","지품","오천","산4","건축물화재비화","0.1"
"2012-01-11","2012","01","11","14:30:00","2012","01","11","16:15:00","경기","남양주","호평","","산5-29","입산자실화","0.1"
"2012-01-11","2012","01","11","15:15:00","2012","01","11","16:50:00","강원","홍천","홍천","하오안","산30-2","입산자실화","0.03"
"2012-01-14","2012","01","14","22:15:00","2012","01","15","09:40:00","전남","완도","금일","동백","산258","기타","2"
"2012-01-15","2012","01","15","16:20:00","2012","01","15","17:20:00","경기","안양 만안","","안양","산22","입산자실화","0.06"
"2012-02-05","2012","02","05","16:28:00","2012","02","05","16:49:00","강원","고성","거진","거진","산75-1","입산자실화","0.2"
"2012-02-16","2012","02","16","14:05:00","2012","02","16","15:15:00","강원","원주","소초","둔둔","산115-3","건축물화재비화","0.1"
"2012-02-16","2012","02","16","14:10:00","2012","02","16","16:00:00","충북","음성","소이","문등","산5","농산부산물소각","0.1"
"2012-02-16","2012","02","16","15:30:00","2012","02","16","17:00:00","전남","화순","화순","계소","산121","농산부산물소각","0.1"
"2012-02-16","2012","02","16","16:30:00","2012","02","16","17:50:00","전남","강진","칠량","삼흥","산99-1","기타","0.5"
"2012-02-18","2012","02","18","13:00:00","2012","02","18","17:00:00","충북","충주","산척","명서","산11-1","입산자실화","1"
"2012-02-18","2012","02","18","20:40:00","2012","02","19","10:30:00","충북","옥천","군북","중약","산16-1","입산자실화","0.15"
"2012-02-27","2012","02","27","15:50:00","2012","02","27","18:30:00","전남","완도","신지","대곡","산185","농산부산물소각","0.3"
"2012-02-28","2012","02","28","14:40:00","2012","02","28","14:40:00","강원","양구","동면","팔랑","산631","기타","0.06"
"2012-03-01","2012","03","01","10:10:00","2012","03","01","11:30:00","충북","옥천","동이","우산","산1095-1 외 1","쓰레기소각","0.1"
"2012-03-01","2012","03","01","13:47:00","2012","03","01","15:30:00","충북","옥천","이원","지탄","산9","농산부산물소각","0.5"
"2012-03-01","2012","03","01","15:15:00","2012","03","01","17:45:00","충북","보은","마로","오천","산29-1","농산부산물소각","0.1"
"2012-03-09","2012","03","09","14:50:00","2012","03","09","16:30:00","전남","나주","다시","가운","산92-1","기타","0.5"
"2012-03-11","2012","03","11","10:41:00","2012","03","11","12:35:00","전남","여수","여서","","산61","입산자실화","0.9"
"2012-03-11","2012","03","11","16:45:00","2012","03","11","18:30:00","부산","사하","다대","","산1-16 외 1","기타","0.4"
"2012-03-12","2012","03","12","15:15:00","2012","03","12","16:40:00","강원","횡성","갑천","포동","산40-2","건축물화재비화","0.1"
"2012-03-12","2012","03","12","16:20:00","2012","03","12","17:30:00","전북","완주","경천","가천","산47","농산부산물소각","0.1"
"2012-03-13","2012","03","13","20:57:00","2012","03","14","08:50:00","충남","보령","오천","원산도","산57","기타","2.4"
"2012-03-15","2012","03","15","14:20:00","2012","03","15","15:00:00","경남","의령","칠곡","도산","산106","쓰레기소각","0.02"
"2012-03-15","2012","03","15","15:20:00","2012","03","15","16:30:00","경남","양산","하북","답곡","산206","건축물화재비화","0.3"
"2012-03-21","2012","03","21","13:35:00","2012","03","21","14:05:00","충북","보은","보은","어암","산29-1","농산부산물소각","0.05"
"2012-03-25","2012","03","25","20:22:00","2012","03","25","21:50:00","충북","괴산","불정","목도","산2","건축물화재비화","0.15"
"2012-03-26","2012","03","26","15:53:00","2012","03","26","17:05:00","부산","해운대","반송","","산51-160","기타","0.15"
"2012-03-27","2012","03","27","12:10:00","2012","03","27","15:00:00","전남","신안","임자","대기","산193","입산자실화","0.5"
"2012-03-27","2012","03","27","15:30:00","2012","03","27","16:25:00","경남","양산","유산","","산95","입산자실화","0.1"
"2012-03-28","2012","03","28","15:30:00","2012","03","28","16:30:00","울산","울주","두서","차","산164","입산자실화","0.5"
"2012-03-28","2012","03","28","15:40:00","2012","03","28","17:30:00","전남","영광","불갑","금계","산10","농산부산물소각","0.3"
"2012-03-28","2012","03","28","15:40:00","2012","03","28","17:50:00","경남","함양","병곡","도천","산75-1","입산자실화","0.01"
"2012-03-28","2012","03","28","16:15:00","2012","03","28","19:00:00","광주","동","소태","","산267-1","농산부산물소각","0.3"
"2012-03-29","2012","03","29","14:04:00","2012","03","29","16:30:00","충북","옥천","청성","양저","산20","농산부산물소각","1.5"
"2012-03-30","2012","03","30","17:26:00","2012","03","30","19:00:00","강원","양구","양구","용진","산1-37","건축물화재비화","0.1"
"2012-03-31","2012","03","31","15:06:00","2012","03","31","17:50:00","경기","남양주","퇴계원","퇴원리","산1-1","농산부산물소각","0.1"
"2012-04-01","2012","04","01","11:10:00","2012","04","01","12:30:00","전남","영광","법성","덕흥","산101","기타","0.1"
"2012-04-05","2012","04","05","11:05:00","2012","04","05","13:00:00","경북","영주","풍기","금계","산11-1","담뱃불실화","0.1"
"2012-04-05","2012","04","05","13:30:00","2012","04","05","14:40:00","전남","함평","대동","운교","산121","입산자실화","0.2"
"2012-04-06","2012","04","06","13:39:00","2012","04","06","14:40:00","경기","남양주","와부","팔당","산8-1","쓰레기소각","0.1"
"2012-04-06","2012","04","06","14:35:00","2012","04","06","16:30:00","경남","밀양","상남","마산","산27","쓰레기소각","0.3"
"2012-04-06","2012","04","06","15:05:00","2012","04","06","16:30:00","경남","양산","용담","","산29-13","입산자실화","0.03"
"2012-04-06","2012","04","06","15:30:00","2012","04","06","18:00:00","경남","양산","평산","","산109","기타","5"
"2012-04-07","2012","04","07","14:18:00","2012","04","07","16:00:00","경북","안동","풍천","신성","산124","담뱃불실화","0.2"
"2012-04-07","2012","04","07","15:10:00","2012","04","07","16:20:00","경북","의성","구천","조성","산17","쓰레기소각","0.1"
"2012-04-08","2012","04","08","05:38:00","2012","04","08","08:20:00","경남","거제","장승포","","산1","입산자실화","0.2"
